SurfaceWindGustsMph,ZeroToTenLiquidSoilMoisturePercent,TenToFortyLiquidSoilMoisturePercent,FortyToOneHundredLiquidSoilMoisturePercent,SurfaceTemperatureFahrenheit,SurfaceDewpointTemperatureFahrenheit,SurfaceWetBulbTemperatureFahrenheit,RelativeHumidityPercent,brightness,bright_t31,frp
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,310.3,287.7,1.4
32.0,12.6,19.6,20.9,57.1,55.2,55.9,93,330.6,309.6,21.3
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,367.0,303.0,11.9
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,352.9,302.1,16.8
24.0,14.1,23.7,24.7,58.8,53.5,55.7,82,329.8,293.1,11.1
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,353.6,306.0,7.5
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,321.4,288.0,5.4
15.3,12.6,20.8,22.2,66.2,51.0,57.0,58,305.3,294.3,4.0
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,298.0,285.4,0.6
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,340.1,302.4,7.8
15.5,14.5,21.5,22.6,69.7,54.2,60.1,58,317.6,289.0,73.5
21.1,14.0,23.8,24.7,69.6,53.1,59.8,57,309.5,293.3,6.4
23.2,14.2,21.7,22.7,72.7,51.2,59.8,48,299.7,286.7,0.7
25.7,15.0,23.1,24.0,59.5,50.8,54.4,73,353.7,289.5,3.3
22.9,14.0,23.7,24.7,51.7,52.0,51.7,100,367.0,302.2,42.5
16.5,14.1,23.4,24.4,69.5,57.4,61.9,66,319.9,293.2,20.1
33.3,12.6,20.4,21.8,61.1,50.9,55.6,71,367.0,302.0,16.1
28.0,12.6,19.4,20.8,49.1,48.1,48.5,97,425.4,311.1,1391.8
29.4,14.8,23.5,24.5,67.8,56.5,60.7,67,327.5,298.7,46.2
18.4,12.9,19.1,20.5,81.7,46.1,60.6,29,301.9,289.2,5.7
20.3,14.7,23.2,24.0,57.3,55.7,56.3,94,335.8,304.6,7.6
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,348.8,294.4,9.4
18.1,14.6,21.8,22.9,55.8,51.1,53.1,85,319.2,282.4,26.9
23.9,14.6,24.6,25.5,75.9,50.5,60.0,40,308.8,296.8,5.7
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,336.9,295.6,9.7
26.1,14.2,24.4,25.2,67.0,57.2,60.7,71,351.6,300.4,494.4
29.3,12.9,18.6,20.0,73.4,48.6,58.7,42,317.6,289.0,73.5
17.1,12.5,21.1,22.5,53.6,52.7,53.2,97,352.4,309.7,7.5
17.2,14.7,21.8,22.9,60.4,49.5,54.1,67,319.2,282.4,26.9
13.2,15.0,22.5,23.4,56.5,54.6,55.3,93,367.0,325.2,92.5
22.6,12.8,18.8,20.2,55.6,42.7,48.8,61,326.0,293.6,75.0
11.3,13.8,23.8,24.8,52.7,51.0,51.7,94,307.7,291.5,28.3
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,348.5,304.7,20.9
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,303.9,291.2,1.2
12.5,14.6,21.1,22.3,59.5,38.4,48.9,46,367.0,310.2,12.6
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,351.2,297.2,5.2
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,323.9,294.0,4.2
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,325.2,291.3,1.5
24.9,14.9,23.7,24.6,60.4,52.9,55.9,76,327.1,291.1,2.9
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,325.0,288.2,1.9
36.4,14.1,24.4,25.3,61.3,53.4,56.5,75,345.3,299.9,18.6
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,338.3,295.0,8.5
37.6,13.4,18.1,19.5,64.2,48.3,55.1,56,367.0,310.2,12.6
48.3,12.8,18.1,19.5,44.0,42.4,43.3,95,367.0,310.2,12.6
26.1,14.3,24.5,25.3,56.5,53.9,54.9,91,311.6,290.6,11.2
21.6,15.1,23.3,24.2,57.8,57.7,57.7,99,332.1,300.2,13.4
18.1,15.2,23.4,24.2,59.2,52.6,55.3,79,304.1,290.1,1.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,353.2,303.4,13.5
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,332.8,298.0,9.3
36.6,14.1,24.4,25.3,69.0,53.5,59.5,58,369.2,298.2,121.1
14.4,14.1,23.3,24.4,64.4,55.0,58.6,72,313.9,293.9,67.9
19.1,14.6,21.2,22.4,51.4,47.9,49.5,88,367.0,310.2,12.6
13.3,14.0,22.3,23.5,52.5,50.9,51.6,94,367.0,329.5,194.7
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,302.2,289.4,1.4
29.3,14.3,24.6,25.5,74.1,50.7,60.3,45,315.0,289.4,6.3
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,349.3,305.3,11.0
33.8,15.6,22.7,23.7,54.4,51.1,52.5,89,367.0,302.3,66.8
28.4,12.5,21.6,23.0,72.7,46.0,57.2,38,307.5,293.6,11.9
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,338.2,293.2,3.6
42.6,12.8,18.6,20.0,45.5,44.3,44.9,96,318.2,298.0,18.2
22.5,12.7,20.1,21.5,66.7,51.0,57.2,56,313.6,288.0,1.6
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,300.7,286.9,1.8
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,323.5,295.4,2.0
20.6,14.2,24.6,25.5,74.7,50.7,60.5,45,320.2,295.1,5.0
14.1,15.2,22.4,23.3,60.8,51.8,55.5,72,308.9,290.9,1.3
17.3,14.0,23.8,24.8,69.4,56.6,61.5,65,314.9,292.5,117.6
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,367.0,313.5,26.9
14.0,13.9,23.9,24.9,57.7,50.3,53.5,77,318.7,291.4,20.5
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,367.0,333.1,343.3
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,352.4,321.5,25.4
16.2,12.6,20.8,22.2,87.6,50.5,64.3,28,326.8,297.9,43.4
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,349.6,317.8,30.6
24.6,14.8,22.8,23.7,57.3,56.2,56.6,96,367.0,300.3,18.1
18.9,12.8,19.2,20.6,74.4,46.8,58.3,38,301.4,288.3,0.8
22.9,14.0,23.7,24.7,51.7,52.0,51.7,100,323.0,296.1,91.8
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,309.1,284.9,1.8
23.0,12.5,20.0,21.4,81.2,47.9,61.0,31,338.6,294.3,4.3
17.5,12.9,19.1,20.5,52.5,51.9,52.2,98,337.2,304.1,236.7
25.0,14.9,23.0,24.0,52.9,51.8,52.2,96,367.0,314.8,34.7
26.9,14.4,22.2,23.3,61.5,55.1,57.5,79,305.2,289.8,8.7
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,310.0,293.7,14.3
23.4,15.0,23.3,24.2,56.8,56.1,56.3,97,349.0,304.8,12.6
9.8,13.7,22.7,23.9,56.6,56.0,56.3,98,367.0,380.0,341.1
9.3,13.8,22.8,23.9,52.5,51.7,52.1,97,407.1,307.9,2655.2
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,335.6,298.6,20.1
16.7,12.6,20.7,22.1,65.8,49.2,56.1,55,303.8,289.7,2.0
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,318.3,297.3,2.5
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,301.4,290.3,3.3
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,296.9,285.5,0.6
25.0,14.9,23.0,24.0,52.9,51.8,52.2,96,339.9,300.1,23.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,333.4,292.3,24.0
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,303.9,286.9,1.9
33.8,15.6,22.7,23.7,54.4,51.1,52.5,89,330.1,304.8,13.4
18.4,12.5,21.0,22.4,72.0,53.2,60.4,52,304.3,288.8,1.2
39.9,14.8,22.3,23.2,57.1,51.4,53.8,81,331.3,296.1,5.2
24.4,14.4,24.5,25.4,56.9,53.7,54.9,89,354.7,298.3,14.9
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,335.6,298.8,6.2
27.2,12.6,20.0,21.4,54.7,53.9,54.2,97,346.8,298.9,9.2
43.1,14.9,21.7,22.8,53.8,50.6,52.1,89,331.5,299.5,42.8
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,327.3,292.2,2.4
28.5,15.2,22.2,23.3,57.6,54.3,55.6,89,346.2,297.4,94.8
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,303.6,286.1,1.0
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,333.4,294.1,26.9
27.5,15.6,22.7,23.7,55.9,53.6,54.5,92,338.0,304.2,18.9
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,313.6,292.6,2.2
24.6,12.6,22.0,23.4,65.5,51.0,56.7,59,348.1,309.1,16.5
26.6,14.5,24.0,24.8,55.9,49.9,52.5,80,309.6,289.4,27.3
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,367.0,293.5,473.3
13.2,12.6,19.2,20.6,58.4,53.5,55.4,83,325.7,305.6,64.7
26.8,12.5,22.0,23.4,62.6,51.1,55.9,66,337.6,309.2,12.0
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,403.4,305.3,273.2
14.9,12.8,18.9,20.3,63.8,49.2,55.2,59,297.4,282.7,0.6
34.7,12.7,22.6,23.9,53.8,50.0,51.9,89,328.5,305.2,140.7
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,304.4,292.9,0.8
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,305.9,284.5,1.4
18.4,12.4,19.7,21.1,54.2,53.0,53.6,96,341.6,305.5,61.0
13.0,12.8,18.8,20.2,57.4,50.0,53.3,77,328.4,304.3,16.9
34.2,14.9,24.0,24.8,53.1,53.1,53.0,100,305.2,288.6,7.0
23.0,12.6,20.1,21.5,63.8,55.0,58.3,73,355.5,303.5,14.5
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,352.0,296.0,4.6
31.3,12.5,21.6,23.0,64.4,53.1,57.5,66,330.9,296.8,4.6
17.1,14.5,21.5,22.7,77.0,49.4,60.8,40,303.1,291.8,2.7
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,333.6,291.8,3.2
31.7,14.8,24.0,24.8,63.8,54.3,58.1,72,325.5,301.1,158.7
29.7,12.6,19.5,20.9,64.8,49.6,55.8,57,337.2,290.1,3.9
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,336.7,293.5,51.7
31.4,12.5,21.6,23.0,75.0,51.5,60.5,44,309.5,293.3,6.4
30.6,12.7,18.1,19.5,67.5,36.7,51.6,32,367.0,310.2,12.6
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,341.7,301.3,125.6
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,330.3,289.7,42.4
23.1,15.1,23.1,24.0,52.4,50.5,51.3,93,367.0,375.3,602.9
21.1,14.6,22.2,23.0,54.4,51.6,52.8,90,367.0,326.8,77.3
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,338.5,304.4,35.3
17.2,14.5,22.2,23.3,54.9,52.0,53.2,90,347.3,296.7,15.7
25.7,12.9,18.7,20.0,74.0,49.6,59.3,42,303.7,292.7,9.2
23.0,12.6,20.1,21.5,63.8,55.0,58.3,73,320.7,300.8,50.9
32.4,14.2,23.7,24.6,63.8,57.2,59.7,79,343.6,300.4,14.6
29.1,12.5,21.3,22.7,54.1,52.9,53.4,96,334.8,296.2,48.7
12.8,14.1,21.0,22.2,47.8,44.8,46.4,90,367.0,310.2,12.6
21.5,14.6,22.2,23.0,82.6,44.8,59.9,25,300.6,290.0,1.4
10.3,14.1,23.3,24.3,63.9,53.2,57.4,68,347.2,295.9,4.8
18.1,14.1,23.9,24.9,66.6,49.4,56.6,54,332.0,294.9,39.8
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,318.1,285.6,2.4
29.4,12.7,18.2,19.6,64.2,47.5,54.6,54,308.4,287.5,1.1
21.1,12.6,20.0,21.4,71.3,49.2,58.0,45,305.5,291.3,33.0
26.4,12.5,21.7,23.1,78.3,47.1,59.8,34,314.9,292.5,117.6
23.3,12.6,20.6,22.0,56.8,55.3,55.8,94,353.5,330.5,70.4
12.7,14.1,21.0,22.2,55.9,50.5,52.7,82,308.4,287.5,1.1
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,324.5,292.9,4.1
11.4,14.1,24.4,25.4,69.4,53.8,60.0,58,321.9,295.3,15.8
13.0,12.8,18.8,20.2,57.4,50.0,53.3,77,392.4,311.0,204.1
35.2,14.8,24.0,24.8,54.8,53.8,54.2,96,336.8,305.1,6.0
16.3,14.8,21.9,23.0,76.6,49.9,60.2,39,339.9,307.4,46.8
36.8,12.5,21.1,22.5,58.9,50.9,54.1,74,330.8,302.0,21.5
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,306.0,287.3,0.4
21.1,12.9,19.1,20.5,53.8,51.3,52.5,92,320.7,301.9,68.4
11.6,14.6,21.7,23.0,53.6,53.3,53.5,99,339.1,301.1,148.4
29.0,12.5,19.6,21.0,58.8,51.5,54.4,76,334.9,305.1,32.0
17.9,12.7,20.5,21.8,55.2,51.4,53.0,87,306.4,293.6,13.1
15.0,14.6,23.6,24.4,68.5,52.3,58.5,56,314.6,288.9,2.5
22.7,12.9,19.0,20.4,52.6,52.4,52.5,100,339.1,301.1,148.4
20.4,12.9,19.1,20.5,66.7,54.0,58.7,63,301.9,289.2,5.7
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,318.8,295.7,4.4
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,367.0,312.7,32.3
27.6,14.8,24.0,24.8,57.1,54.5,55.5,91,346.2,307.6,3.3
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,313.5,292.8,0.8
35.5,15.6,22.7,23.7,53.6,52.2,52.8,95,311.6,289.1,21.0
11.0,14.6,21.7,22.9,56.2,55.7,55.9,98,339.1,301.1,148.4
18.3,15.0,23.0,23.9,76.4,46.2,58.2,33,301.1,287.6,2.0
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,319.3,294.1,5.2
20.2,14.4,21.8,23.1,74.3,50.0,60.0,44,302.6,290.2,5.9
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,303.4,286.6,0.9
24.7,14.2,24.4,25.3,67.5,53.7,59.1,62,332.7,301.8,26.8
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,320.5,297.1,3.3
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,355.7,305.6,203.7
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,334.6,295.8,3.4
11.2,13.9,22.7,24.0,56.1,56.0,56.0,100,407.1,307.9,2655.2
16.7,15.1,22.4,23.3,56.7,55.9,56.2,98,367.0,335.7,132.1
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,322.7,296.2,34.2
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,300.5,283.8,1.0
19.8,13.3,18.0,19.3,63.0,16.8,44.3,16,367.0,310.2,12.6
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,340.8,294.9,50.8
10.4,14.4,23.4,24.5,54.7,54.5,54.5,99,367.0,329.0,51.6
34.2,14.9,24.0,24.8,53.1,53.1,53.0,100,319.9,287.2,18.5
21.1,12.5,22.5,23.8,80.5,45.9,60.1,30,314.1,293.4,84.5
20.6,14.7,23.3,24.3,66.3,58.8,61.5,77,349.4,302.5,58.3
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,312.4,294.7,5.6
27.6,14.8,24.0,24.8,57.1,54.5,55.5,91,367.0,308.7,8.6
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,322.1,294.2,1.4
32.9,14.9,21.8,22.9,58.4,50.0,53.5,74,309.2,276.8,1.1
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,340.5,295.6,10.0
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,312.3,285.8,1.7
7.5,14.0,23.4,24.5,55.0,53.2,54.0,94,352.4,309.7,7.5
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,306.5,292.1,2.1
16.3,14.8,21.9,23.0,76.6,49.9,60.2,39,327.8,302.7,22.8
24.3,13.8,23.8,24.8,68.5,50.9,57.8,53,301.6,291.5,3.5
31.6,12.5,21.5,22.9,57.1,50.3,53.2,78,327.0,304.7,44.3
29.4,14.8,23.5,24.5,67.8,56.5,60.7,67,331.6,299.6,59.8
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,367.0,303.0,14.2
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,325.7,298.9,6.6
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,304.6,291.6,2.4
14.0,14.2,23.3,24.4,68.8,58.1,62.0,69,300.0,289.1,1.3
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,330.3,297.9,3.7
17.1,14.9,23.1,23.9,64.6,54.1,58.0,69,334.4,292.0,3.7
11.1,14.6,21.7,23.0,55.4,55.0,55.2,99,339.1,301.1,148.4
24.3,13.8,23.8,24.8,68.5,50.9,57.8,53,302.3,291.9,5.5
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,310.7,292.2,2.2
10.2,14.5,21.5,22.6,66.2,54.4,59.0,66,303.1,291.8,2.7
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,340.3,297.4,261.6
23.0,12.6,20.1,21.5,63.8,55.0,58.3,73,355.8,311.5,19.2
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,305.4,292.4,0.9
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,317.1,295.0,2.5
19.0,14.8,23.6,24.5,74.1,56.2,62.6,53,343.6,305.7,56.6
24.3,13.8,23.8,24.8,68.5,50.9,57.8,53,314.3,292.3,111.9
15.4,14.5,24.7,25.5,47.5,47.0,47.2,98,314.8,296.3,36.0
21.9,14.0,22.3,23.5,57.4,51.7,54.0,81,367.0,299.4,14.8
24.2,14.7,21.2,22.4,64.7,44.8,53.7,49,367.0,310.2,12.6
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,367.0,303.5,54.3
16.5,14.9,23.4,24.4,66.6,54.1,58.9,64,313.5,294.3,10.8
25.7,15.0,23.1,24.0,59.5,50.8,54.4,73,318.7,283.3,1.6
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,312.6,293.2,4.1
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,303.0,289.4,1.9
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,340.0,301.0,258.2
49.7,12.8,18.6,20.0,51.0,48.9,49.8,92,345.1,297.6,7.2
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,307.7,293.2,4.2
17.1,13.8,23.9,24.9,70.9,50.0,58.2,47,313.4,294.6,12.2
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,336.9,309.8,107.0
43.1,14.9,21.7,22.8,53.8,50.6,52.1,89,318.2,298.0,18.2
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,321.9,296.0,2.0
27.5,12.7,22.6,24.0,64.4,47.0,54.4,53,352.8,301.8,105.4
31.8,13.9,22.5,23.7,67.5,51.5,58.2,58,300.0,289.9,1.4
14.7,14.1,21.0,22.2,49.0,46.1,47.5,90,367.0,310.2,12.6
22.9,14.0,23.7,24.7,51.7,52.0,51.7,100,367.0,307.2,42.5
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,307.4,284.3,0.6
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,367.0,349.5,91.8
19.0,14.9,23.4,24.3,56.5,55.5,55.8,96,305.3,294.3,4.0
14.9,13.8,22.3,23.4,58.2,54.8,56.0,88,314.3,301.2,51.4
17.5,13.2,17.9,19.2,77.6,32.5,54.4,19,367.0,310.2,12.6
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,329.0,299.8,9.1
24.6,14.8,22.8,23.7,57.3,56.2,56.6,96,367.0,309.2,44.0
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,345.4,295.8,5.8
18.3,14.0,24.4,25.3,67.4,56.5,60.6,69,323.5,300.4,86.3
20.6,14.9,23.1,23.9,58.1,57.8,57.8,98,335.8,303.0,28.1
36.1,12.4,19.4,20.8,54.3,51.2,52.5,89,334.2,299.0,51.8
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,367.0,338.9,81.0
9.9,14.5,21.6,22.7,55.8,52.5,54.1,90,345.6,290.0,17.8
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,315.2,296.4,21.9
24.4,12.7,20.2,21.5,64.6,50.0,56.0,59,315.8,288.2,134.0
29.5,12.7,18.2,19.6,68.0,38.0,52.3,33,298.2,286.7,0.7
39.1,12.8,18.5,19.9,48.6,46.4,47.5,93,310.2,294.9,26.1
21.6,15.1,23.3,24.2,57.8,57.7,57.7,99,337.3,308.9,10.1
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,326.4,297.7,20.8
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,315.4,294.0,2.2
21.1,12.6,20.0,21.4,71.3,49.2,58.0,45,325.3,292.6,2.4
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,350.2,313.3,47.2
20.9,14.4,21.4,22.6,69.9,53.1,59.8,56,317.6,289.0,73.5
27.5,14.7,21.2,22.4,61.6,49.5,54.5,64,367.0,310.2,12.6
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,342.8,292.5,19.0
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,322.0,297.3,4.2
26.4,12.5,22.1,23.5,72.8,49.2,58.6,43,331.7,306.4,12.3
21.1,14.6,22.2,23.0,54.4,51.6,52.8,90,367.0,311.3,9.1
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,367.0,363.9,197.0
19.0,12.5,22.5,23.8,77.4,45.5,58.8,32,314.1,293.4,84.5
10.6,14.1,23.4,24.5,57.9,57.4,57.5,98,304.3,288.8,1.2
19.7,12.8,19.2,20.6,58.6,56.8,57.4,94,344.7,309.0,47.5
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,349.0,301.9,10.3
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,309.2,294.6,2.4
36.4,14.1,24.4,25.3,61.3,53.4,56.5,75,344.4,299.5,18.7
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,339.6,294.1,5.4
28.3,12.7,20.1,21.5,53.6,51.2,52.4,93,353.3,300.5,236.6
25.6,14.8,23.5,24.4,55.6,53.9,54.6,94,307.4,288.1,11.9
21.1,12.5,21.1,22.5,56.1,55.5,55.7,97,352.4,309.7,7.5
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,340.7,307.5,108.8
13.9,14.1,23.5,24.5,60.4,57.1,58.2,88,324.9,300.3,138.9
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,309.2,295.5,4.7
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,319.5,280.3,6.8
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,330.9,299.4,5.2
21.1,14.6,22.2,23.0,54.4,51.6,52.8,90,367.0,329.2,74.4
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,305.5,291.2,7.6
19.1,15.0,23.0,23.9,71.8,47.3,57.3,41,320.8,290.1,3.8
42.0,12.8,18.1,19.5,61.6,40.9,50.6,46,367.0,310.2,12.6
10.1,12.7,18.3,19.7,80.3,33.1,55.5,18,299.3,287.7,0.6
16.8,14.8,23.4,24.4,61.6,59.3,60.1,92,330.1,302.8,17.8
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,338.8,311.1,49.6
19.1,15.0,23.0,23.9,71.8,47.3,57.3,41,298.9,288.4,1.5
18.0,14.8,23.6,24.5,62.7,58.0,59.7,85,367.0,369.4,208.4
18.2,15.0,22.5,23.5,69.4,50.4,57.9,50,302.6,290.2,5.9
15.2,12.5,21.9,23.3,57.7,51.5,54.0,79,342.9,305.1,6.8
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,347.4,310.3,28.2
16.5,14.1,21.0,22.3,70.3,50.6,58.6,50,308.4,287.5,1.1
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,392.2,319.7,241.8
20.6,14.4,23.9,24.9,55.3,53.7,54.3,94,318.9,299.3,46.6
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,303.8,291.7,6.2
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,316.6,297.9,3.7
15.2,14.1,22.2,23.3,56.7,55.2,55.8,95,306.7,290.3,8.5
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,306.3,292.5,2.7
19.8,14.8,23.6,24.6,66.4,51.4,57.3,58,307.6,294.1,3.4
29.5,12.6,19.5,20.9,60.9,50.6,54.8,69,303.1,288.8,17.2
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,367.0,298.1,6.4
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,305.1,291.4,1.8
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,322.5,292.4,3.3
24.6,12.6,22.0,23.4,65.5,51.0,56.7,59,367.0,303.3,26.1
19.9,12.6,20.8,22.2,79.6,54.4,63.5,42,303.9,291.9,1.6
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,321.4,291.3,2.5
13.2,15.0,22.5,23.4,56.5,54.6,55.3,93,333.0,298.7,29.4
11.7,14.6,21.2,22.3,64.2,38.8,51.0,39,367.0,310.2,12.6
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,311.8,294.9,15.9
22.4,12.4,19.8,21.2,56.6,55.6,56.0,97,318.9,300.0,47.9
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,356.3,303.5,15.1
21.9,12.8,18.8,20.2,53.0,51.3,52.0,94,337.1,297.8,181.8
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,319.2,288.5,2.5
21.0,14.1,23.3,24.4,69.6,53.8,60.2,59,300.0,289.1,1.3
14.1,14.4,22.1,23.3,54.5,54.1,54.2,99,329.2,304.2,19.6
19.4,13.8,23.8,24.8,60.8,57.6,58.7,89,369.1,316.8,103.1
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,313.4,292.6,2.6
29.9,14.4,24.4,25.3,50.4,49.7,50.0,97,323.8,297.8,30.6
19.4,13.8,23.8,24.8,60.8,57.6,58.7,89,343.1,310.7,37.5
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,354.8,295.7,8.9
18.7,14.6,21.2,22.4,49.6,45.6,47.6,87,367.0,310.2,12.6
18.0,14.8,21.9,23.0,62.7,52.6,56.7,70,348.5,303.4,7.6
27.3,14.6,24.6,25.5,59.0,49.5,53.5,71,314.1,297.1,11.0
30.9,14.8,21.9,23.0,76.6,50.2,60.2,39,338.3,297.1,13.2
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,327.0,294.0,4.4
16.7,12.6,20.7,22.1,65.8,49.2,56.1,55,350.5,299.2,13.1
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,304.9,291.3,1.4
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,367.0,301.8,26.7
31.2,14.3,24.6,25.4,72.2,51.0,59.7,49,315.0,289.4,6.3
33.5,12.6,21.1,22.5,51.8,48.2,49.8,87,320.9,291.3,30.5
17.8,12.5,21.0,22.4,63.9,50.8,56.1,62,316.3,299.4,26.9
