SurfaceWindGustsMph,ZeroToTenLiquidSoilMoisturePercent,TenToFortyLiquidSoilMoisturePercent,FortyToOneHundredLiquidSoilMoisturePercent,SurfaceTemperatureFahrenheit,SurfaceDewpointTemperatureFahrenheit,SurfaceWetBulbTemperatureFahrenheit,RelativeHumidityPercent,brightness,bright_t31,frp
33.8,15.6,22.7,23.7,54.4,51.1,52.5,89,351.2,302.3,44.4
16.7,14.0,23.3,24.3,72.2,53.1,60.7,52,314.6,291.8,4.1
24.0,12.4,22.1,23.5,61.0,48.5,53.9,64,332.5,296.1,161.2
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,341.6,300.7,7.6
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,331.6,296.3,4.0
26.4,12.5,22.1,23.5,72.8,49.2,58.6,43,367.0,306.1,54.7
28.8,12.5,19.6,21.0,62.9,49.1,54.8,60,303.9,290.5,0.9
15.0,14.7,23.6,24.5,57.7,52.8,54.8,83,298.2,286.6,1.7
12.2,14.1,22.4,23.4,51.1,49.6,50.3,95,367.0,314.8,34.7
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,299.0,284.4,0.9
24.6,12.6,22.0,23.4,65.5,51.0,56.7,59,367.0,303.9,13.2
31.3,12.5,21.6,23.0,64.4,53.1,57.5,66,334.1,302.4,5.3
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,356.0,307.3,22.2
21.5,14.6,24.6,25.5,63.8,52.8,57.2,68,339.8,307.0,56.2
22.4,12.6,19.3,20.7,51.4,45.6,49.0,85,328.1,308.1,24.7
22.9,14.7,22.3,23.1,77.9,47.3,59.2,33,298.7,288.3,0.5
20.6,14.9,23.1,23.9,58.1,57.8,57.8,98,339.4,301.8,35.9
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,350.2,298.0,7.1
21.9,14.9,23.6,24.6,57.6,57.5,57.4,99,331.9,309.8,19.1
31.7,14.8,24.0,24.8,63.8,54.3,58.1,72,324.3,300.7,164.6
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,306.4,291.6,1.3
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,347.7,300.3,10.8
13.2,12.6,18.3,19.6,60.3,42.9,51.2,54,346.3,316.9,10.5
16.1,14.1,20.9,22.2,46.3,45.1,45.8,96,367.0,310.2,12.6
26.3,12.5,21.5,22.8,76.3,46.0,58.5,34,356.4,296.7,11.0
27.2,14.3,24.0,24.9,59.5,55.6,57.0,86,337.4,307.4,42.0
19.7,12.8,19.2,20.6,58.6,56.8,57.4,94,334.0,302.8,4.5
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,347.0,295.2,6.6
36.6,12.7,18.2,19.5,51.1,39.8,45.4,65,298.2,286.7,0.7
21.6,12.4,19.8,21.2,56.6,55.3,55.9,96,318.9,300.0,47.9
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,409.7,319.9,385.0
22.6,12.7,20.1,21.5,70.7,50.7,58.5,49,299.1,287.1,2.0
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,313.2,295.5,4.8
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,306.2,291.2,1.8
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,398.4,315.3,294.6
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,355.9,320.4,306.1
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,306.5,295.2,3.5
13.1,13.9,22.7,23.8,67.5,53.3,58.9,61,295.3,284.9,0.8
20.0,12.7,18.3,19.6,85.9,38.4,59.4,19,316.9,292.0,1.7
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,367.0,297.3,5.6
23.7,12.6,21.0,22.4,66.4,51.9,57.6,59,304.6,289.2,0.8
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,367.0,305.7,11.5
13.4,15.2,22.3,23.3,56.7,55.9,56.2,97,355.5,305.8,29.9
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,331.1,291.6,5.2
25.3,14.3,24.0,24.9,57.4,55.5,56.2,93,331.9,298.5,54.7
34.6,14.8,22.3,23.2,59.3,50.3,54.1,72,324.6,301.0,17.8
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,320.5,296.6,6.4
26.3,14.5,24.6,25.5,70.5,50.5,58.3,48,310.0,293.9,3.8
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,330.7,294.9,4.6
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,331.3,304.2,12.7
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,208.0,321.1,70.6
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,311.1,296.3,2.0
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,347.2,302.7,8.7
21.6,12.9,18.7,20.0,66.5,51.8,57.6,59,367.0,309.5,22.4
29.9,14.4,24.4,25.3,50.4,49.7,50.0,97,350.5,299.1,95.6
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,310.5,293.2,11.9
22.6,12.8,18.8,20.2,55.6,42.7,48.8,61,328.6,294.0,84.1
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,337.4,295.0,132.1
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,311.2,288.1,0.9
14.0,14.5,22.2,23.3,58.5,57.6,57.9,97,346.5,310.5,15.8
15.8,14.0,24.3,25.2,68.9,53.7,59.9,60,311.0,290.9,2.8
16.3,14.3,23.8,24.9,58.6,50.8,54.2,76,316.6,293.3,56.6
18.4,13.9,22.4,23.4,56.6,56.0,56.2,98,345.4,301.1,5.4
40.0,12.8,18.6,20.0,67.6,42.1,53.6,39,300.7,280.6,1.3
12.0,14.2,23.4,24.5,61.0,53.5,56.4,76,315.5,291.5,16.4
9.3,14.4,22.0,23.2,54.0,52.6,53.2,96,319.2,282.4,26.9
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,305.6,293.0,6.4
42.4,14.8,21.8,22.9,55.4,49.5,52.1,81,360.1,296.5,174.1
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,367.0,301.3,54.3
35.3,14.4,21.4,22.5,53.6,47.9,50.5,81,367.0,310.2,12.6
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,353.4,304.5,8.1
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,339.2,296.8,14.9
22.4,12.5,21.4,22.8,60.4,49.6,54.2,68,300.3,284.5,1.1
19.5,12.6,19.3,20.7,76.6,44.8,58.2,32,309.6,286.2,1.6
10.4,14.0,22.6,23.8,55.5,55.7,55.5,100,347.2,310.6,49.1
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,330.9,313.5,18.8
17.1,13.3,18.0,19.2,82.4,23.8,54.2,12,367.0,310.2,12.6
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,367.0,326.4,82.5
23.9,14.6,24.6,25.5,75.9,50.5,60.0,40,305.6,291.7,2.8
20.6,15.0,22.5,23.4,68.6,51.9,58.4,55,312.5,291.6,1.9
22.7,14.3,23.9,24.9,60.2,54.3,56.6,81,326.4,301.2,163.2
17.8,12.5,21.0,22.4,63.9,50.8,56.1,62,301.0,286.0,0.8
13.9,14.3,23.8,24.8,50.9,49.9,50.4,97,345.3,302.7,8.5
27.1,12.7,18.4,19.7,90.3,32.2,58.8,12,313.2,292.1,11.6
27.5,14.2,23.7,24.7,52.7,53.2,52.7,100,333.6,288.0,56.4
24.9,14.9,23.7,24.6,60.4,52.9,55.9,76,307.1,289.6,1.2
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,308.4,292.8,11.6
26.1,14.3,24.5,25.3,56.5,53.9,54.9,91,308.8,292.7,8.2
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,302.5,286.5,1.8
18.0,14.7,23.8,24.6,52.0,51.5,51.7,99,305.2,292.5,39.5
33.8,14.3,23.7,24.6,56.8,56.0,56.2,97,335.8,302.4,55.9
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,344.1,302.7,52.2
21.3,12.5,19.7,21.1,59.4,53.8,55.9,81,304.0,286.2,1.0
23.7,12.6,21.0,22.4,66.4,51.9,57.6,59,326.9,292.4,2.4
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,325.6,299.3,4.5
26.6,14.5,24.0,24.8,55.9,49.9,52.5,80,302.6,288.7,16.5
30.6,15.5,22.8,23.7,60.0,51.4,55.0,74,343.0,272.7,6.1
19.6,15.3,22.4,23.4,57.6,56.8,57.1,97,349.7,305.3,39.9
33.9,12.8,18.5,19.9,73.7,47.1,58.0,39,296.0,285.2,0.7
25.0,14.4,24.5,25.4,59.3,53.7,55.9,82,385.7,315.3,365.0
18.3,14.8,21.9,23.0,59.8,52.2,55.2,75,341.1,293.1,27.2
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,338.0,294.8,2.7
24.4,12.7,20.1,21.5,53.4,51.2,52.3,93,353.3,300.5,236.6
32.7,12.6,19.5,20.8,58.0,51.4,54.0,78,341.5,309.2,7.6
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,311.2,68.0
23.8,14.8,23.5,24.4,65.1,53.0,57.7,65,305.2,288.9,1.5
25.0,12.6,20.2,21.6,80.8,46.6,60.4,30,303.5,290.9,13.5
27.0,14.9,24.0,24.8,59.5,50.1,54.1,72,322.3,291.7,26.3
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,337.7,300.6,13.4
16.6,14.2,21.0,22.2,55.1,50.5,52.4,84,333.8,302.3,3.2
14.4,13.7,23.9,24.9,64.5,56.9,59.7,76,366.2,306.0,529.2
28.8,12.5,19.6,21.0,67.8,48.1,56.2,49,318.7,286.3,2.6
16.9,14.1,21.4,22.6,81.7,41.0,59.1,25,313.2,292.1,11.6
25.7,15.0,23.1,24.0,59.5,50.8,54.4,73,333.8,284.8,2.1
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,302.2,291.8,3.5
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,344.6,299.8,6.8
27.5,14.8,21.9,22.9,67.0,55.5,59.8,66,340.8,303.0,87.0
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,356.1,309.7,13.7
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,384.8,314.4,198.9
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,350.8,313.3,8.1
16.3,14.8,21.9,23.0,76.6,49.9,60.2,39,340.5,309.0,46.4
34.2,14.9,24.0,24.8,53.1,53.1,53.0,100,308.6,286.3,10.3
21.5,14.2,23.9,24.9,65.3,54.2,58.5,68,304.4,286.6,17.8
18.8,12.9,19.1,20.5,73.3,49.1,58.9,42,301.4,288.3,0.8
18.0,14.0,24.3,25.2,74.0,51.8,60.9,48,311.0,290.9,2.8
20.6,14.9,23.1,23.9,58.1,57.8,57.8,98,375.5,312.8,130.8
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,351.5,306.6,66.9
51.9,12.8,18.6,20.0,62.4,42.8,51.8,49,312.6,280.9,39.8
29.0,12.5,19.7,21.0,64.2,51.1,56.3,62,309.3,294.8,7.7
13.4,14.2,24.4,25.2,65.8,51.2,56.9,59,311.0,290.9,2.8
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,347.0,315.9,48.6
34.1,14.5,24.0,24.8,56.9,54.6,55.4,91,347.8,306.1,12.8
18.4,14.6,21.2,22.4,52.1,48.6,50.2,89,367.0,310.2,12.6
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,367.0,296.8,8.5
16.7,14.6,23.1,23.9,62.1,57.1,59.0,84,328.2,302.6,18.5
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,309.6,293.0,4.9
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,352.1,321.9,42.6
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,344.9,298.7,7.7
10.6,14.3,21.9,23.1,58.9,57.9,58.2,96,353.4,300.6,422.7
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,323.5,292.8,20.3
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,331.9,299.7,10.4
25.3,14.3,24.0,24.9,57.4,55.5,56.2,93,335.1,301.1,61.7
26.4,12.5,22.1,23.5,72.8,49.2,58.6,43,344.4,311.9,70.7
11.5,14.2,22.7,23.8,55.8,55.3,55.5,98,398.8,316.9,424.7
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,304.2,293.1,0.4
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,367.0,349.0,235.4
16.4,14.3,23.9,24.9,52.8,51.9,52.3,97,318.9,299.3,46.6
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,321.5,290.7,5.1
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,324.8,282.5,5.9
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,349.2,313.1,20.0
31.3,12.5,21.6,23.0,64.4,53.1,57.5,66,367.0,304.5,28.0
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,338.3,304.1,24.2
47.0,14.9,21.7,22.8,58.3,50.6,53.8,76,332.9,282.0,4.1
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,342.0,298.9,13.2
15.4,15.1,23.3,24.2,62.1,50.7,55.3,66,328.6,293.3,3.1
25.0,12.6,20.3,21.7,50.7,50.6,50.6,99,355.6,302.9,207.8
22.8,12.6,22.5,23.9,54.1,49.0,51.4,83,355.7,319.8,58.0
17.8,13.9,22.3,23.4,63.4,52.4,56.8,68,318.7,286.3,2.6
26.4,12.5,21.7,23.0,71.8,50.0,58.6,46,321.9,291.5,20.0
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,347.9,314.1,58.5
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,307.1,290.0,1.4
24.9,12.5,22.3,23.6,55.2,43.7,49.1,65,344.2,310.4,70.6
21.9,14.0,22.3,23.5,57.4,51.7,54.0,81,349.3,297.0,14.8
20.8,12.9,19.1,20.5,70.3,48.1,57.2,45,330.5,297.3,3.4
27.3,14.6,24.6,25.5,59.0,49.5,53.5,71,323.9,295.8,27.5
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,313.0,289.0,8.6
43.2,12.8,18.1,19.5,43.1,41.6,42.5,95,367.0,310.2,12.6
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,346.9,295.8,4.1
27.6,14.8,24.0,24.8,57.1,54.5,55.5,91,367.0,312.0,10.3
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,352.9,302.0,9.1
8.9,14.0,23.4,24.5,56.3,55.7,55.9,98,316.3,299.4,26.9
24.9,14.7,21.9,22.9,68.5,54.0,59.5,60,335.5,294.6,7.2
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,327.4,291.0,6.1
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,307.5,296.7,8.9
17.8,13.9,22.4,23.4,56.3,55.9,56.1,98,345.4,301.1,5.4
21.5,14.8,23.6,24.5,68.7,53.5,59.3,58,340.2,295.2,4.3
23.0,12.5,21.9,23.3,59.1,53.9,56.0,83,342.9,305.1,6.8
36.7,12.4,19.4,20.8,48.2,47.7,47.9,98,353.4,286.3,9.5
28.6,14.1,23.7,24.7,55.5,54.6,54.8,96,346.0,295.7,24.1
19.3,12.5,21.9,23.2,59.9,50.9,54.8,73,351.3,323.6,21.7
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,302.0,289.2,1.0
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,332.1,297.2,55.7
16.3,12.7,18.2,19.6,79.4,45.9,59.5,30,308.4,287.5,1.1
17.1,13.8,23.9,24.9,70.9,50.0,58.2,47,349.6,299.7,66.7
32.6,12.6,19.3,20.7,53.3,49.1,51.3,88,328.1,308.1,24.7
30.9,14.8,21.9,23.0,76.6,50.2,60.2,39,307.3,292.7,1.4
18.0,14.8,23.6,24.5,62.7,58.0,59.7,85,333.3,298.2,35.4
16.7,14.5,24.6,25.5,53.2,49.6,51.0,86,372.5,316.0,120.2
14.5,14.3,21.9,23.1,65.0,57.9,60.5,78,301.2,289.0,0.5
15.8,14.2,24.5,25.4,69.5,52.8,59.5,57,329.1,304.3,69.6
27.0,12.5,19.7,21.1,75.6,48.3,59.3,38,304.0,286.2,1.0
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,335.2,304.0,8.5
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,347.8,294.5,7.6
23.9,14.6,24.6,25.5,75.9,50.5,60.0,40,322.8,296.2,4.4
24.0,14.2,24.4,25.3,69.1,53.7,59.5,58,311.2,295.7,1.8
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,323.4,296.6,3.5
10.3,14.1,24.5,25.4,56.4,52.5,54.1,87,367.0,298.7,26.7
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,350.7,296.9,13.3
36.1,12.4,19.4,20.8,54.3,51.2,52.5,89,367.0,300.7,17.0
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,347.3,303.2,10.4
16.5,14.6,23.1,23.9,58.6,57.2,57.6,95,333.1,297.5,113.0
25.3,14.3,24.0,24.9,57.4,55.5,56.2,93,336.6,300.2,67.9
23.5,12.5,22.5,23.9,58.9,53.2,55.3,81,357.1,308.7,77.2
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,343.3,310.1,29.7
14.2,14.1,23.7,24.7,61.7,48.7,54.3,63,356.4,296.7,11.0
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,352.7,296.8,9.5
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,314.9,294.7,41.4
11.1,12.5,21.9,23.3,62.6,44.1,52.6,52,309.5,294.2,48.4
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,367.0,307.3,11.6
26.5,12.6,19.2,20.5,74.9,49.6,59.7,41,301.2,289.0,0.5
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,321.8,297.6,2.4
16.3,14.2,21.6,22.7,57.1,54.9,55.6,92,323.5,306.7,10.8
27.5,12.7,18.5,19.9,79.7,46.7,60.1,31,299.7,286.7,0.7
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,332.6,291.2,8.3
19.3,12.5,21.9,23.2,59.9,50.9,54.8,73,345.4,305.6,11.1
9.0,14.1,23.4,24.5,55.4,54.9,55.1,99,316.3,299.4,26.9
27.5,15.6,22.7,23.7,55.9,53.6,54.5,92,353.9,318.5,32.2
6.4,14.0,24.4,25.3,56.3,54.6,55.2,94,342.9,305.1,6.8
30.4,14.2,24.4,25.4,64.4,49.9,55.9,59,340.0,293.0,228.5
23.0,12.5,21.8,23.1,65.4,53.2,58.3,66,327.6,301.0,85.0
24.5,14.4,24.0,24.9,64.7,51.4,56.9,63,312.9,289.0,1.7
16.5,14.1,23.8,24.8,69.9,54.2,60.4,59,314.9,292.5,117.6
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,352.2,301.4,13.7
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,318.6,291.2,3.4
19.6,15.3,22.4,23.4,57.6,56.8,57.1,97,367.0,322.0,50.6
29.7,12.6,19.5,20.9,64.8,49.6,55.8,57,300.9,289.0,1.3
24.2,14.7,22.8,23.7,58.2,55.9,56.8,92,353.6,299.4,10.7
16.0,12.9,18.8,20.1,71.6,37.8,53.8,29,307.0,291.3,8.2
17.6,13.8,22.7,23.8,69.3,52.8,59.5,57,300.1,286.9,1.0
32.4,14.2,23.7,24.6,63.8,57.2,59.7,79,336.1,296.7,10.9
21.9,14.6,23.8,24.6,57.4,55.9,56.4,94,338.1,298.8,4.6
27.9,12.6,20.3,21.8,66.6,46.1,55.0,48,313.4,290.2,17.9
29.2,14.9,22.8,23.7,55.9,55.7,55.9,100,323.9,295.0,20.3
8.1,12.6,21.0,22.4,52.6,52.5,52.5,100,340.3,305.7,55.2
21.1,14.2,22.8,23.9,69.0,51.6,58.9,56,322.9,294.6,72.1
11.2,14.1,23.8,24.9,51.4,50.5,50.9,97,342.6,299.1,36.6
32.4,14.2,23.7,24.6,63.8,57.2,59.7,79,334.9,298.1,8.2
16.0,13.8,23.9,24.9,67.6,49.7,56.9,52,343.5,292.7,6.4
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,345.8,292.9,13.5
28.4,15.0,24.0,24.8,56.5,51.1,53.4,82,367.0,295.4,12.5
20.0,14.5,24.6,25.5,56.6,55.6,55.9,96,360.1,312.2,329.4
26.0,12.6,19.2,20.6,79.3,46.9,60.1,32,301.2,289.0,0.5
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,347.2,295.9,4.8
23.1,12.8,18.8,20.2,54.3,48.7,51.7,85,347.0,312.3,12.8
22.1,12.6,20.9,22.2,83.2,52.3,63.6,34,303.9,291.9,1.6
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,323.9,298.4,2.3
22.0,15.1,23.3,24.1,58.3,56.7,57.2,94,338.8,302.8,8.3
17.3,14.8,21.9,22.9,56.5,53.6,54.9,91,367.0,315.5,12.7
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,323.7,297.1,4.7
29.9,14.4,24.4,25.3,50.4,49.7,50.0,97,323.3,297.4,29.2
24.4,14.4,24.4,25.3,64.6,51.5,56.9,63,316.3,302.0,9.9
22.0,12.5,21.7,23.1,68.2,47.5,56.2,47,302.4,289.0,1.7
20.3,12.6,22.5,23.9,69.6,46.3,56.1,43,367.0,301.4,12.1
25.4,14.2,23.7,24.7,63.7,51.8,56.6,65,304.0,293.1,5.2
15.6,14.0,22.6,23.8,64.7,56.6,59.6,75,295.3,284.9,0.8
28.8,14.6,23.5,24.4,66.7,58.8,61.6,76,364.7,298.1,178.4
17.6,12.7,19.2,20.6,53.8,54.4,53.8,100,325.7,305.6,64.7
20.3,13.8,24.4,25.4,70.8,50.7,59.2,51,314.1,293.4,84.5
15.9,14.6,21.2,22.4,48.7,47.1,48.0,94,367.0,310.2,12.6
24.8,12.5,21.5,22.9,63.5,44.4,52.9,50,336.8,294.1,53.5
8.3,14.7,21.8,23.0,65.0,51.9,57.3,63,306.8,292.4,12.0
19.7,12.8,19.2,20.6,58.6,56.8,57.4,94,325.5,305.3,10.5
20.1,14.4,21.5,22.6,58.1,49.5,53.1,72,300.7,280.6,1.3
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,305.9,290.2,1.6
33.7,12.6,20.4,21.8,55.2,49.8,52.2,82,367.0,303.9,13.5
24.0,12.4,22.1,23.5,61.0,48.5,53.9,64,367.0,298.7,26.7
29.9,15.2,22.2,23.3,56.0,53.4,54.5,91,340.9,307.2,58.3
36.8,12.5,19.4,20.8,67.6,45.5,55.0,45,309.8,283.6,1.5
14.4,14.3,22.1,23.2,60.9,51.9,55.5,72,319.2,282.4,26.9
25.8,14.8,23.6,24.5,67.6,51.9,57.9,57,320.6,290.1,3.7
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,303.3,291.5,4.9
9.7,14.0,24.4,25.3,55.8,54.4,54.9,95,342.9,305.1,6.8
29.9,15.2,22.2,23.3,56.0,53.4,54.5,91,347.8,308.2,38.7
23.2,14.9,23.3,24.2,58.7,57.0,57.5,94,331.3,296.6,8.3
9.3,14.2,24.7,25.6,68.4,51.2,58.2,55,385.6,301.2,520.4
21.6,12.8,18.8,20.1,83.3,43.8,60.1,25,326.8,292.8,4.8
31.3,12.6,19.5,20.9,74.4,48.5,58.9,40,309.5,287.6,3.8
15.0,14.7,23.6,24.5,57.7,52.8,54.8,83,300.7,283.9,0.7
13.2,12.6,19.2,20.6,61.0,52.2,56.1,74,325.7,305.6,64.7
14.4,14.3,23.8,24.8,54.7,52.5,53.3,92,320.9,291.3,30.5
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,347.1,297.8,8.9
30.9,14.8,21.9,23.0,76.6,50.2,60.2,39,308.2,293.3,7.4
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,332.3,296.7,6.0
26.6,14.5,24.0,24.8,55.9,49.9,52.5,80,308.0,289.6,2.8
26.7,12.5,21.4,22.8,56.0,52.5,53.9,87,344.8,310.3,20.0
36.1,14.7,24.0,24.8,57.3,53.9,55.3,89,345.5,301.2,21.6
26.0,14.5,24.6,25.4,74.3,50.1,59.3,42,308.2,294.1,4.5
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,350.3,297.1,3.6
24.7,12.6,20.5,21.8,59.2,51.1,54.5,75,353.9,298.1,10.6
28.1,12.6,21.1,22.5,63.1,49.0,54.9,60,319.1,290.8,7.4
29.3,12.6,19.3,20.7,62.3,48.6,54.2,60,346.3,318.4,6.4
29.0,12.9,18.7,20.0,79.7,50.2,61.6,36,317.6,289.0,73.5
21.9,14.2,21.4,22.6,78.9,46.7,60.2,33,316.9,292.0,1.7
20.6,14.8,23.6,24.6,62.6,51.6,56.0,67,356.0,298.0,5.0
23.4,14.8,23.2,24.1,60.0,58.6,59.1,96,348.3,304.9,39.5
39.9,12.8,22.7,24.1,50.9,46.9,49.0,87,367.0,306.9,76.9
29.9,15.2,22.2,23.3,56.0,53.4,54.5,91,341.5,306.7,43.2
17.2,14.8,23.6,24.5,57.6,56.6,56.9,96,350.3,297.4,82.8
21.7,13.9,22.6,23.7,66.0,53.5,58.5,65,304.0,286.2,1.0
21.1,12.6,20.0,21.4,71.3,49.2,58.0,45,313.7,291.5,4.6
35.0,12.4,19.4,20.8,52.0,50.4,51.1,94,367.0,295.4,35.3
29.2,14.1,21.6,22.8,62.5,49.0,54.8,61,297.3,279.0,1.4
29.8,12.6,21.2,22.6,68.2,45.6,55.2,44,311.7,290.8,9.4
16.7,14.6,23.1,23.9,62.1,57.1,59.0,84,334.8,304.2,26.2
19.4,14.8,23.4,24.3,68.7,55.2,60.2,62,309.7,295.2,1.8
19.4,12.6,22.5,23.8,73.9,46.1,57.7,37,367.0,301.4,12.1
26.7,14.3,23.9,24.9,65.6,51.9,57.6,62,316.8,292.4,2.6
23.6,14.5,24.6,25.3,69.4,51.9,58.6,53,350.2,300.3,11.8
30.0,14.1,24.4,25.4,68.0,49.3,57.0,51,349.2,298.8,5.4
15.8,14.3,23.8,24.8,53.1,52.4,52.6,97,320.9,291.3,30.5
22.5,15.1,23.3,24.2,61.7,53.0,56.4,73,304.4,291.1,1.6
19.0,13.3,18.0,19.2,64.3,18.9,45.5,18,367.0,310.2,12.6
7.1,14.0,20.8,21.9,50.8,45.8,48.3,84,367.0,310.2,12.6
18.3,13.3,18.0,19.3,58.4,23.3,43.5,26,367.0,310.2,12.6
26.0,14.8,23.3,24.1,64.4,52.4,57.1,65,304.6,292.6,0.7
16.7,12.6,20.7,22.1,65.8,49.2,56.1,55,317.6,290.8,3.1
18.5,12.9,18.7,20.0,64.4,49.8,56.2,61,367.0,327.9,402.5
27.5,14.8,24.0,24.8,51.2,51.6,51.2,100,351.2,306.7,15.6
15.3,14.0,23.7,24.7,55.2,54.4,54.6,96,327.0,304.7,44.3
29.9,13.9,22.3,23.4,66.4,54.4,59.1,66,319.6,293.7,1.6
26.2,14.6,24.7,25.5,68.5,51.8,58.3,55,330.4,298.6,5.4
17.7,12.8,18.8,20.2,73.4,47.9,58.4,40,313.0,285.5,1.0
24.3,12.5,21.7,23.1,73.6,47.4,58.2,40,304.2,292.0,44.6
13.6,12.5,21.9,23.3,75.4,47.4,58.8,37,311.0,290.9,2.8
25.0,14.9,23.6,24.5,58.6,51.7,54.6,77,310.3,291.8,13.9
12.5,14.2,23.9,24.9,67.9,55.1,60.1,65,369.0,310.5,104.6
20.3,12.9,19.1,20.5,75.8,46.4,58.5,35,301.9,289.2,5.7
22.0,12.5,21.9,23.3,57.9,51.5,54.1,78,342.9,305.1,6.8
35.4,14.1,24.4,25.3,56.5,53.1,54.4,88,353.2,314.9,15.7
